time,text
03:08:15-03:08:30,อ่ามดดู 2 เนี่ย 2.5 ชั่วโมงของอาจารย์ท่านอาจารย์ชะออนสินนะคะแต่พอเป็นนาทีคลิปอาจารย์ไปเขียน 50 นาทีก็เลยไม่แน่ใจว่ามันมันคือให้ดูคลิป 50 นาทีแล้วก็เรียนไปจนครบ 2.5 ชั่วโมงอย่างนั้นป่ะคะใช่ครับ
03:08:30-03:08:45,ใช่ครับก็คือก็คือครับเขามีทั้งการสอนแบบอ่าใช้ออนไลน์ด้วยนะครับส่วนหนึ่งแล้วก็เพราะว่าตัวอาจารย์อ่ะให้เขาดูคลิปห้าสิบนาทีแล้วอาจารย์ก็ดิสคัสกับเขาแบบนั้นเหรอคะครับใช่ไหมคะประมาณนี้ครับประมาณนี้นะครับอืม
03:08:45-03:09:00,เพราะว่าเพราะว่าดูแล้วงงงงงนิดนึงค่ะคือรายการไอ้ชั่วโมงชั่วโมงที่เรียนทั้งหมดเนี่ยคือสองชั่วโมงนะครับแต่ว่ามันมีส่วนที่เราใช้นะครับเอ่อเทคโนโลยีเข้ามาช่วยด้วยเนี่ยก็คือทางคลิปให้ดูนะครับคือคือมุมมองผมอย่างงี้นะฮะผมก็ต้องมองดู
03:09:00-03:09:15,เดี๋ยวจะเล่าให้ฟังนิดนึงก่อนจะได้รู้ว่าในอนาคตวิรัยหรือหลักสูตรต่างต่างควรจะไปเสริมกับสิ่งที่เกิดขึ้นในอนาคตอย่างไรนะครับตอนนี้สภาเรากำลังทำเรื่องขออนุมัตินะครับอยู่ระหว่างโปรเซตอยู่นะก็คือ
03:09:15-03:09:30,คือกองเพศรัชกรรมนะครับกองพยากรรมนี้นะฮะก็จะมีด้วยกันอยู่สี่หมวดนะก็จะมีส่วนกลางนะก็คือกองพยากรรมอยู่ส่วนกลางก็จะดูแลทั้งหมดอีกสิบสามเขตทั้งหมดเลยซึ่งในโครงสร้างอันเนี้ยก็จะ
03:09:30-03:09:45,แบ่งโครงสร้างก่อนที่หนึ่งก็คือจะมีคนดูแลซึ่งเป็นเพศรัชกรนะฮะเช่นเป็นพอนะฮะสำหรับกองเพศกรรมจะมีรองต่างที่จะแบ่งสายงานกันไปก็คือที่หนึ่งก็คือดูแลโรงพยาบาลโรงพยาบาลศูนย์โรงพยาบาลทั่วไป
03:09:45-03:10:00,ครับโรงพยาบาลชุมชนรอวสพสตดูแลกิจกรรมงานเรื่องการผลิตยาในโรงพยาบาลดูแลเรื่องคลังสินค้าเรื่องจัดซื้อจัดจ้างต่างเนี้ยนะตรงเนี้ยนะครับต่อมาอีกอันหนึ่งหมวดหนึ่งก็จะดูแลเกี่ยวกับ
03:10:00-03:10:15,ในแง่ของนะฮะขอบเขตงานในแต่ละอันนะครับจะมีความชัดเจนอีกอันหนึ่งก็จะดูแลเกี่ยวกับเรื่องของอัตรานะครับค่าตอบแทนนะครับซึ่งมันก็เป็นฝ่ายบุคคลของของกองสุขภาพกอง
03:10:15-03:10:30,เศรษฐกรรมอันนี้อีกอันหนึ่งก็คือนวัตกรรมเกี่ยวกับทางด้านไอทีที่จะมาใช้ดูแลทั้งระบบเช่นสปายเชนทั้งระบบเลยยาเข้ายาออกวัคซีนอยู่ที่ไหนอะไรหมดอายุคือทั้งระบบของประเทศจะอยู่ที่นี่หมดเลยนะครับเพราะฉะนั้นหลักสูตรที่จะ
03:10:30-03:10:45,เกิดขึ้นเนี่ยผมอยากให้มันเป็นว่าเป็นหลักสูตรที่เกิดประโยชน์กับการเรียนแล้วสามารถที่จะต่อยอดที่จะทำงานต่อไปได้หรือว่าเป็นไกด์ไลน์ว่าคุณต้องจบวันนี้ได้ถึงคุณจะขึ้นตำแหน่งตรงนี้ได้ตำแหน่งตรงนี้ได้นั้นตรงนี้จะเกิดประโยชน์ถ้าเรา
03:10:45-03:11:00,ปรับหลักสูตรเช่นคำว่าอบรมยาสั้นมันดูไม่ค่อยแอคทิฟแต่ถ้าเราบอกประกาศนิยบัตรนะฮะชั้นสูงสำหรับผู้บริหารคลังสินค้าโอ้โหนี่คุณจบตรงนี้มาปั๊บครับไม่ต้องพูดถึงอันแล้วแต่
03:11:00-03:11:15,คุณลองจับดูเนี่ยหรือว่าจะต่อเป็นโมดูกันอันนี้พาร์ทหนึ่งพาร์ทสองแล้วเขามาเรียนแล้วมันจบนี้ปั๊บผมจบอันนี้มาโดยตรงผมก็สามารถที่จะขึ้นมาเป็นคนดูแลเรื่องทางสินค้าผมอยากให้มองทั้งระบบเพราะฉะนั้นจบเสร็จปั๊บมันก็เป็นไป
03:11:15-03:11:30,อบรมยาสั้นครับมันไม่ไม่มีอะไรที่จะไปสืบต่อเนื่องไปซึ่งถ้าเราทำนี้ได้ปั๊บเราก็จะให้เสนอผู้บริหารว่าคนเนี่ยขึ้นมาเป็นดูแลเรื่องคลังสินค้านะดูแลเรื่องโลจิสติกนะดูแลเนี้ยจะต้องมีคุณคุณวุฒิอะไรบ้างเช่น
03:11:30-03:11:45,อบรมผ่านหลักสูตรของเวลาบริหารเศรษฐกิจหมดนี้หมดนี้หมดนี้ขึ้นมาอันเนี้ยถ้าทำเนี้ยได้ผมว่ามันเกิดประโยชน์สูงสุดเลยครับก็จริงอย่างที่ท่านนายกพูดนะครับคือตอนที่เราวางหลักสูตรนะครับอ่าในเรื่องทรัพย์ผ่านอันนี้ทั้งหมดนี้มันมันเกี่ยวข้องกัน
03:11:45-03:12:00,แล้วก็ในหลักสูตรของวิรัยเนี่ยเราก็จะมีให้เลือกนะครับในการเข้าสู่หลักสูตรเนี่ยในสามระดับนะครับระดับที่หนึ่งเนี่ยคือประกาศยนต์บัตรนะครับประกาศยนต์บัตรเนี่ยก็คือเรียนแค่หนึ่งช็อตคอร์ส
03:12:00-03:12:15,นะครับแล้วก็ถ้าเขาลีดแล้วเนี่ยนะครับอย่างที่ท่านท่านนายกพูดนะครับว่าเขาอยากจะพัฒนาให้มันให้มันไกลกว่านั้นอีกนะครับนะเขาก็จะสามารถเรียนอ่าช็อตข้อที่สองที่เกี่ยวข้องกันอย่างคนที่แบบนี้เนี่ยนะครับ
03:12:15-03:12:30,ในสองหลักในสี่หลักสูตรเนี่ยมันเกี่ยวข้องกันอยู่นะครับถ้าหากว่าเขาสมมุติว่าเขาทำงานที่อ่าทำงานในส่วนของทางโรงพยาบาลนะครับน่ะเขาอาจจะเลือกในส่วนที่เกี่ยวข้องกับทางด้านการจัดการอ่าคลังเวชภัณฑ์อันหนึ่งแล้วก็
03:12:30-03:12:45,การจัดซื้อสัตหาอีกอันหนึ่งตรงนี้มันจะเข้าล็อกเลยนะครับว่าเขาจะเป็นผู้เชี่ยวชาญนะครับที่ดูแลนะครับของโรงพยาบาลเลยนะครับซึ่งตรงนี้เนี่ยถ้าเขาเรียนอย่างงี้แล้วเนี่ยเขาจะได้เป็นไฮเออร์ดิโพมาแล้วก็วงเล็บนะครับวงเล็บก็คือ
03:12:45-03:13:00,ในสาขานั้นเลยนะครับสาขาสะพายเชนเลยเพราะฉะนั้นเราจะมีการให้นะครับปากกาศิลปะแล้วก็ปากกาศิลปะชั้นสูงนะครับนี่คือขั้นที่สองมีถ้าหากว่าคนนั้นเนี่ยนะครับเขาทำงานด้านนี้
03:13:00-03:13:15,โดยตรงอะไรอย่างเงี้ยเขาอาจจะเรียนสี่ล็อตคอร์สเลยสี่ล็อตคอร์สเนี่ยขึ้นเป็นระดับเป็นวุฒิบัตรเลยนะครับ อันนี้ก็จะเป็นอ่าไปทางทางด้านสาขาทางด้านสะพายเชนคุณมีให้เลือกอีกตั้งสองสองสามสาขาที่คุณสามารถนี่แหละครับจะเข้าไปเข้าไปเรียนได้
03:13:15-03:13:30,เพราะฉะนั้นตอบโจทย์อย่างที่ท่านนายกพูดเลยครับว่าเราเน้นนะครับก็คือให้เขาเนี่ยมีความเชี่ยวชาญแล้วก็เคยคุยกับทางกระทรวงเนอะตอนนั้นเนี่ยคือให้เคยคุยกับทางที่ปรึกษากระทรวงเนี่ยที่ปรึกษากระทรวงสาธารณสุขนะท่านก็อ่า
03:13:30-03:13:45,ได้ไอเดียไปแล้วเนี่ยท่านก็เลยออกมาเอาเป็นกึ่งนโยบายนะว่าคนที่นะครับทำงานจะขึ้นเป็นหัวหน้านะครับของแต่ละหน่วยงานของกระทรวงสาธารณสุขเนี่ยนะครับเขาอยากจะให้มี
03:13:45-03:14:00,ที่มาเรียนทางด้านวิรัยด้วยนะครับเพราะฉะนั้นอนาคตเนี่ยแน่นอนครับเราคงจะให้ลิงก์กับการปฏิบัติงานจริงด้วยก็คือเรียนของเราแล้วเกี่ยวข้องกับส่วนที่เขามีความก้าวหน้ายังไงด้วยนะครับอันนี้ต่อก็ตามที่ท่านนายกพูดนะครับ
03:14:00-03:14:15,เข้าใจว่าที่ท่านนายกพูดก็ตรงกับที่อาจารย์พูดคือเป็นบิวดิ้งบล็อกคราวนี้ถ้าเป็นไปได้เนี่ยผมคิดว่าถ้าถ้าสมมุติวิทยาลัยมีบิวดิ้งบล็อกครบทั้งตึกมาได้เนี่ยแต่บอกว่าเราเอาอีกก้อนนี้กับอีกก้อนนี้ก่อนอย่างน้อยอ่ะเรา
03:14:15-03:14:30,จะเห็นว่าภาพสุดท้ายภาพสมบูรณ์ของมันเนี่ยมันได้ตึกมาตึกหนึ่งครับเพราะว่าเราก็ไม่ได้เป็นผู้เชี่ยวชาญด้านบริหารเพศรัชกิจเนาะเวลาดูรายชื่อวิชาบางทีเราไม่รู้ว่าชื่อวิชามันเป็นบล็อกไหนกันแน่คราวนี้ถ้าอาจารย์วางรถ
03:14:30-03:14:45,เลยว่าบิวดิ้งบล็อกมี 20 ก้อนอาจารย์ก็บอกว่าเปิดก้อนหนึ่งกับก้อน 3 ก่อนแล้วที่เหลืออีก 18 ก้อนเนี่ยจะเปิดในปีถัดไปมันก็จะเริ่มเห็นลักษณะของบิวดิ้งบล็อกแล้วจริงจริงอันนี้มันเป็นรากฐานของการเปิดวุฒิบัตรด้วย
03:14:45-03:15:00,เพราะฉะนั้นเนี่ยถ้าอาจารย์สร้างบิวดิ้งบล็อกนี้ได้หมดเนี่ยแล้วก็ประกอบร่างกันเป็นปบัณฑิตชั้นเอ่อปวิทยาชีพชั้นสูงวุฒิบัตรอะไรอย่างเงี้ยได้เนี่ยมันจะทำให้เห็นภาพชัดขึ้นครับคือถ้าทำได้อย่างงี้เนี่ยนะฮะ
03:15:00-03:15:15,เวลาหลักสูตรที่ผมเสนอข้างในเนี่ยนะมันจะง่ายขึ้นว่าคนที่จะมาขึ้นมาตำแหน่งตรงเนี้ยจากฝั่งโครงสร้างที่มีอยู่เนี่ยจะต้องผ่านการอบรมโมดูลหนึ่งโมดูลสามอย่างน้อยหรือกี่โมดูลถึงจะมีสแกรป
03:15:15-03:15:30,ที่จะมาดูแลตรงนี้ได้ครับมันก็เป็นขั้นของประกาศตุ้มเพราะคนก็อยากมาเรียนเฮ้ยจะขึ้นตำแหน่งนี้ผมดูแลอยู่ต้องมาอบรมต้องมาเรียนนี่ครับอ่าปีนี้มาเรียนแค่นี้ก่อนอ่าปีหน้าอีกทีนึงหรือไงก็ว่าไปแล้วจบปั๊บเป็นประกาศธิบัตรชั้นสูงแล้วนะสำหรับ
03:15:30-03:15:45,การบริหารคลังเวชพันธุ์และจัดซื้อจัดจ้างโอ้โหนี่ตรงกับที่ทุกโรงพยาบาลต้องการหมดแล้วก็มีโอกาสไต่เต้าขึ้นมาเป็นหัวหน้าหัวหน้าคลังเนี่ยโอ้โหจบเลยเนี่ยคนสมัครเรียนกันเต็มหมดเลยผมบอกเลย
03:15:45-03:16:00,ก็ความจริงก็เป็นอย่างนั้นนะครับก็คือเหมือนกับที่ท่านท่านอาจารย์พญาพูดแล้วก็ท่านท่านเนี่ยเราเข้าใจนะครับก็คือเราในในในหลักสูตรของวิรัยเนี่ยครับมันจะมีสี่มีห้าสาขาย่อยนะครับในห้าสาขาย่อยเนี่ยก็คือบิลลิ่งบล็อกอย่างที่ว่านะครับ
03:16:00-03:16:15,เขาเป็นความเชี่ยวชาญของแต่ละสาขาแต่ละสาขาเนี่ยมันจะรวมกันนะครับรวมกันนี่ก็คือเป็นการอธิบายระบบนะครับของทางด้านเศรษฐศาสตร์นี้ทั้งหมดเลยให้เห็นภาพว่าทุกอย่างมันเชื่อมโยงกันได้ยังไง
03:16:15-03:16:30,อันนี้คือการบริหารเพราะฉะนั้นในลักษณะของการจัดการของวิรัยเนี่ยนะครับเราจะมีที่ปรึกษาให้เราจะเป็นเมนเทอร์ให้นะครับเวลาเขามาเรียนเนี่ยเราจะแอดไซน์เมนเทอร์ให้
03:16:30-03:16:45,เพราะฉะนั้นเขาอ่าเรียนแล้วเนี่ยไม่ไม่ได้ไม่ได้ไม่ได้ทิ้งขว้างไม่ได้เรียนเปล่านะครับเราก็จะมีการต่อเนื่องกันอีกได้นะครับคืออย่างถ้าอย่างถ้าอย่างอย่างอย่างอย่างอ่าของฐานะปกเก้าที่เขาเรียนเนี่ยเขาจะบอกเลยว่าปีหนึ่งเขารับกี่คนกำหนด
03:16:45-03:17:00,ภาคเอกชนกี่คนภาครัฐกี่คนเพราะฉะนั้นถ้าเรากำหนดได้ว่าเราให้รัฐเข้ามาเรียนนะหลักสูตรตรงนี้เปิดให้รัฐเรียนเนี่ยเป็นโมดูโมดูมันก็จะทำให้คนต้องมาเรียนอันนี้ก่อนแล้วก็ไปต่ออันนั้นเดี๋ยวมันได้รวมมาเพราะมันจะเป็นการ
03:17:00-03:17:15,อันนี้บัตรออกมามันจะทำให้ชัดเจนแล้วคุณก็มีลูกค้าตลอดเลยได้ครับเข้าใจนายกค่ะงั้นเราเราเราแอปพรูมหลักสูตรอาจารย์ก่อนนะคะสี่หลักสูตรแต่ว่าถามอาจารย์นิดนึงอาจารย์คิดแล็บเนี่ยกี่ชั่วโมงถึงเป็นหนึ่งหน่วยกิจคะพอดีเห็นเป็นอ่า
03:17:15-03:17:30,ห้าร้อยสิบครับแล็บนี้คืออ่าถ้าถ้าดูในเล่มวิทยาลัยจะเป็นสามสิบสามสิบชั่วโมงครับสามสิบชั่วโมงครับซึ่งซึ่งจริงจริงแล้วต้องเป็นคูณสามไม่ไม่ค่ะอาจารย์
03:17:30-03:17:45,ในเล่มวิทยาลัยของเพศสัตว์บริหารเพศรัชกิจนะครับ ถ้าเป็นเลคเชอร์จะเป็น 15 ชั่วโมง 1 หน่วยกิจเลข 15 ชั่วโมง อันนั้นโอเค แล้วก็แต่ว่าในเล่มเขียนว่าปฏิบัตินะครับ 1 หน่วยกิจ
03:17:45-03:18:00,เป็น 30 ชั่วโมงแต่ว่าจริงแล้วหลักการคิดของตัวหน่วยกิจของปฏิบัติมันจะคูณ 3 ครับอาจารย์เป็น 45 ชั่วโมงครับอาจารย์แต่ว่าเราเขียนไว้ในหลักสูตรเรียบร้อยแล้วนะครับเพราะฉะนั้นคือมันอยู่ในหลักสูตรที่เขียนไว้แล้ว
03:18:00-03:18:15,ศึกษาน่ะมันก็คือ 23 ชั่วโมงเป็น 1 แหลปอะเนาะแต่ว่าถ้าเอาความไว้นะก็เป็น 45 อวประกาศว่าถ้าเป็นแหลป 1 หน่วยกิจเท่ากับ 30 แหลปนะแหลป 1 หน่วยกิจเท่ากับ 30 แต่ถ้าเป็น
03:18:15-03:18:30,เป็นเคิร์กชิปหนึ่งหน่วยกิจเท่ากัน 45 ถ้าเป็นฝึกงานอ่ะเนาะใช่ไหมครับแต่ว่านั่นคือนั่นคือหลังสูตรมนาตรีนะครับหลังสูตรไม่ใช่ของเขามันคนละอย่างอ่ะนะมันพอวอนนั่นแหละถ้าถามมันมันจะได้มาแต่ว่าแต่
03:18:30-03:18:45,แล้วสุดท้ายถ้าเราตั้งใจจะไปเทียบวุฒิปริณาเอกอะครับอาจารย์คือเป้าหมายของเราถ้าเราเทียบวุฒิปริณาเอกมันอาจจะต้องไปดูกรอบตรงนี้ด้วยนะครับซึ่งเดิมจริงแล้วก็คณะอนุวิชาการใช่ไหมครับเราก็พยายามจะทำกรอบ
03:18:45-03:19:00,ตรงนี้แหละครับอาจารย์แต่ว่าขณะนี้ก็คือเราอาจจะใช้ในสิ่งที่มีไปก่อนหรือยังไงอะไรอย่างนี้นะครับ
03:19:00-03:19:15,แล้วก็อีกอย่างเนี่ยคือจริงแล้วเนี่ยเวลาเขาเรียนเนี่ยนะครับเขาที่ว่าแล็บจริงแล้วเนี่ยมันมีมากกว่านี้อีกนะเพราะว่าเขากลับไปทำงานเนี่ยเขาต้องส่งงานเนอะมันไม่ได้อยู่บอกว่าเออไปเรียนเฉยๆนะเขาต้องส่งงานไปได้ด้วยนะครับอันนี้เป็นส่วนที่เราต้องติดตามด้วย
03:19:15-03:19:30,เห็นด้วยกับอาจารย์ชนลพัฒน์อาจารย์เขาให้ครบเลยค่ะถ้าเขาครบแล้วอาจารย์คูณตามมาตรฐานโอกาสอาจารย์เทียบอย่างไปเทียบพอเอกอย่างนี้มันจะง่ายไม่งั้นไม่งั้นเดี๋ยวมันจะแต่แต่ไม่เป็นไรไม่รีบค่ะอาจารย์อันนี้อันนี้ไม่ได้ไม่ได้มีปัญหานะวันนี้ค่ะ
03:19:30-03:19:45,ความหมายก็คือในกรณีเรื่องของวิชาการถ้าเอาหลักสูตรมาเทียบเคียงกันแล้วพยายามให้มันสแตนดัสใดอันนี้โอกาสที่มันจะไปได้ในเรื่องของการไปที่กพลในการเทียบเป็นปริญญาเอก
03:19:45-03:20:00,นี่ว่ามันก็จะง่ายขึ้นนะคะอาจารย์ต้องเรียนใจว่ากพตอนนี้ถามถึงขนาดว่าหลักสูตรคุณฝึกงานกี่ชั่วโมงกี่วันจะได้เงินเดือนเท่านี้จริงไหมมันโหเดี๋ยวนี้เขาโหดมากแล้วผมเข้าใจว่าของอาจารย์เนี่ยคนที่เรียน
03:20:00-03:20:15,ส่วนใหญ่ก็เป็นสสจโรงพยาบาลในฝั่งอะไรประมาณนี้ด้วยส่วนหนึ่งด้วยฮะก็จริงลูกค้านี่มันมีทุกคะแนนทั้งภาครัฐและภาคเอกชนด้วยนะครับแต่ถ้าเป็นภาครัฐเนี่ยจำนวนตัวเลขพวกเนี้ย
03:20:15-03:20:30,ต้องใช้แน่ไม่งั้นเขาอาจารย์ผมมีอีกประเด็นหนึ่งก็คือว่าเนื่องจากหลักสูตรเนี้ยตามตามสภาเพศกรรมยุคตั้งแต่สมัยอาจารย์จิเนี่ยระบุเอาไว้ว่าจะต้องมีเนื่องจากมันเป็นการฝึกงานในแหล่งฝึกเพราะน่าจะต้องใส่ชื่อ
03:20:30-03:20:45,แสดงฝึกมาด้วยว่าคือใครเพราะในนี้เท่าที่ดูเป็นอาจารย์เป็นอาจารย์ทั้งหมดอันที่หนึ่งอันที่สองก็คือว่าอาจารย์ต้องใส่คุณวุฒิของอาจารย์ที่สอนให้ครบหมดเพราะอาจารย์ใส่ชื่อเฉย
03:20:45-03:21:00,แต่อาจารย์ไม่ใส่คุณวุฒิแล้วก็แล้วก็ต้องมีอาจารย์แหล่งฝึกด้วยแล้วก็แหล่งฝึกอาจารย์ต้องระบุเลยว่าที่ไหนคือมันอารมณ์เหมือนต้องไปทำ mou มาให้อย่างของผมนะแต่อาจจะผิดก็ได้นะอันนี้แล้วแต่นะอันนี้ของบำบัดนะครับเราก็เปิดปุ๊บเราก็จะบอกว่า
03:21:00-03:21:15,คณะเพศสัตว์มหิดลกับโรงพยาบาลศิริราชอย่างนี้เราก็จะใส่ไปเลยคณะเพศสัตว์มหิดลศิริราชแล้วก็มีเพศสัตว์ศิริราชมาเป็นกรรมการแล้วก็มีอาจารย์จากคณะเพศสัตว์มหิดลซึ่งตอนนั้นอาจารย์จิเคยเคยทุบโต๊ะว่าถ้าไม่มีเพศสัตว์โรงพยาบาลมาเนี่ยจะไม่ให้ผ่าน
03:21:15-03:21:30,เพราะว่าหลักสูตรเนี้ยสี่เดือนเนี้ยเมจอริตี้อยู่ที่แหล่งฝึกเพราะฉะนั้นเพศสัตว์แหล่งฝึกต้องควอลิฟาอยู่กับเราเนี้ยแค่ฟังปัญญาเฉยเฉยเข้าใจเข้าใจครับแต่นี่ก็คือเขาเขาอันนี้คือเราเรา
03:21:30-03:21:45,กำหนดรายชื่อมานี่คือผู้ติดตามเนอะแต่ว่าในในแหล่งฝึกก็มีนะครับมีอาจจะไม่ได้ระบุอะไรอย่างนี้นะครับ
03:21:45-03:22:00,ก็คือพยายามดูตามชั่วโมงให้อาจารย์นะครับที่อาจารย์กำหนดไว้ในเล่มหลักสูตรถ้าฝึกปฏิบัติแล้วก็การทำแล็บนี้เป็นคูณ 1 นวยกิจเป็น 30 ชั่วโมงนะครับในชั่วโมงที่อาจารย์เขียน 540 มันก็ยังไม่ครบนะครับอาจารย์
03:22:00-03:22:15,คือในหลักสูตรที่มันต้องเป็น 510 เพราะว่าผมกำลังคูณให้อาจารย์อยู่ครับว่า 2 คูณ 45 อาจารย์มันจะขาดไปเยอะเลยครับอาจารย์ คือตอนนี้ที่เล่มของอาจารย์กรกำหนดไว้เป็น 30 ครับอาจารย์
03:22:15-03:22:30,คือถ้าเราเอาตามเล่มที่อาจารย์เขียนในหลักศูนย์นะครับ ก็คือมันจะเป็น 14 คูณ 30 นะครับ ได้เท่ากับ 420 ใช่ครับ มันเหมือนกับว่าตัวเลขไม่ตรงกับหน่วยกิจนะครับอาจารย์
03:22:30-03:22:45,ตัวเลขมันไม่ได้ตรงกับมันจะเป็น 510 ที่ผมลองคำนวณให้อาจารย์นะครับคือ 2 หน่วยกิจเป็นทฤษฎีใช่ไหมครับเท่ากับ 30 ชั่วโมงใช่ไหมครับแล้วก็อีก 2 หน่วยกิจใช่ครับ
03:22:45-03:23:00,ใช่ใช่ครับเกินเกินจะขาดใช่ครับใช่ครับครับแต่ว่าตอนเนี้ยถ้าอาจารย์เอาอาจารย์อ่ะไม่ได้มีปัญหาแต่ถ้าเราเอาสากลเนี้ยอ่า
03:23:00-03:23:15,เขาเรียกอะไรนะเคิร์กชิปมันจะต้อง 45 ชั่วโมงมันเท่ากับ 1 หน่วยกิจมันก็น่าจะเป็น 630 สมมุติอาจารย์มีการฝึกที่เขาไปทำเองก็ฝึกในไซส์อย่างนี้ค่ะ
03:23:15-03:23:30,ให้มันครบอ่ะมันก็จะดีกว่าค่ะแต่ตอนนี้ผมดูจากเล่มของอาจารย์เลยนะครับตัวเลขเลยอ่ะครับอาจารย์คูณสามสิบอ่ะครับฝึกปฏิบัติของอาจารย์มีสิบสี่ชั่วโมงใช่ไหมครับแล้วก็ทฤษฎีสองใช่ไหมครับสิบสี่หน่วยกิจอ่าสิบสี่หน่วยกิจอ่ะครับสิบสี่
03:23:30-03:23:45,คูณสามสิบมันเท่ากับสี่ร้อยยี่สิบถูกไหมครับอาจารย์อ๋อแล้วอาจารย์มีปฏิบัติอีกสองเป็นสิบหกเนื้ออาจารย์สิบหกคูณสามสิบเท่ากับสี่ร้อยแปดสิบครับบวกทฤษฎีอีกสามสิบเท่ากับห้าร้อยสิบครับแต่ในเล่มมันจะเขียนห้าร้อย
03:23:45-03:24:00,40 ครับคือตัวเล่มมันก็ไม่ตรงกับตามเล่มของอาจารย์ด้วยในตัวหลักสูตรไอ้ตัวช็อตคอร์สที่อาจารย์เขียนมาครับแค่คือมันมีส่วนที่เป็นฝึกปฏิบัติวิชาชีพด้วยนะครับครับใช่ครับอาจารย์ก็คือฝึกปฏิ
03:24:00-03:24:15,วิชาชีพ 14 หน่วยใช่ไหมครับอาจารย์ปฏิบัติการ 2 หน่วยใช่ไหมครับอาจารย์คืออย่างนี้มันมันจะเป็นมันจะเป็น 3 3 พาร์ทนะครับมันมีส่วนที่เป็นบรรยายใช่ครับอาจารย์ฝึกปฏิบัติคือว่าฝึกปฏิบัติวิชาชีพใช่ครับแล้วมันจะ 3 ส่วนนะครับในเล่มของอาจารย์เขียนว่าฝึกปฏิ
03:24:15-03:24:30,กับปฏิบัติวิชาชีพอาจารย์คิดหนึ่งหน่วยกิจเท่ากับ 30 ชั่วโมงใช่ไหมครับอาจารย์ซึ่งผมก็เลยเอา 16 ครับอาจารย์คูณกับ 30 มันเป็น 480 ครับอาจารย์แล้วก็ทฤษฎีบวก 30 มันได้ 510 ใช่ไหมครับ
03:24:30-03:24:45,แต่อันนี้แต่ในนี้อาจารย์เขียนห้าร้อยสี่สิบคือในห้าร้อยสี่สิบมันรวมกับบรรยายด้วยครับไม่ครับรวมบรรยายแล้วเป็นห้าร้อยสิบมาอาจารย์คือผมเอาสิบหกคูณสามสิบมันได้สี่ร้อยแปดสิบ
03:24:45-03:25:00,บวกบรรยายอีกสามสิบถูกไหมครับอาจารย์เพราะบรรยายสองหน่วยกิจอาจารย์เขียนว่าไม่น้อยกว่าสิบสี่หน่วยกิจอาจารย์แกเขียนในเล่มหลักสูตรว่าไม่น้อยกว่าสิบสี่หน่วยกิจไหมถ้าไม่น้อยกว่าก็มันก็จะไม่น้อยกว่าอาจารย์ไม่ได้ใช้คำว่าไม่น้อยกว่าแต่เพียงแต่ว่า
03:25:00-03:25:15,ถ้า 14 มาตรง คือขนาดนี้ไม่เป็นไรครับอาจารย์แตรพิง แต่ว่าเราใช้หลักเกณฑ์เดิมที่อาจารย์เขียนในเล่มหลักศูนย์เดิมนะครับ แต่ตัวเลข 540 จะเหลือ 510 อาจารย์ต้องได้ 4 เดือนนะ อันนี้ 4 เดือนครึ่งของอาจารย์ที่เขาเขียน ขออาจารย์ได้ 4 เดือน แต่ว่าอาจารย์เขา
03:25:15-03:25:30,ใช้หน่วยกิจเป็น 30 ชั่วโมงไงอาจารย์อันนี้ที่มันไม่ equivalent แต่แต่ไม่ในเล่มอ่ะตรงอ่ะเนี่ยเล่มอ่ะตรงแต่ไม่ตรงกับหลักการของของอวหรืออะไรอย่างงี้เนาะอาจารย์ครับแต่ว่าตอนเนี้ยครับในในตัวหน้า 44
03:25:30-03:25:45,ยกตัวอย่างนะอาจารย์มันต้องได้เป็น 510 ชั่วโมงครับอาจารย์เพราะว่าตัวหลักสูตรที่อาจารย์ใช้มันมี 16 หน่วยปฏิบัติการกับฝึกวิชาชีพถูกไหมครับอาจารย์ครับ 16 หน่วยเนอะผมคูณ 30 ตามเล่มหลักสูตรอาจารย์
03:25:45-03:26:00,อาจารย์ให้เลยครับ 480 ถูกไหมครับอาจารย์ครับแล้วก็ทฤษฎีอาจารย์มี 2 หน่วยมัน 30 รวมกันมันเท่ากับ 510 ครับแต่ว่าตรงนี้ครับอาจารย์เขียนเป็น 540 ครับเนี่ยอันนี้ก็คือใช้หลักเกณฑ์ของอาจารย์แหละ
03:26:00-03:26:15,เอ่อมันทั้งหมดมันสิบแปดสัปดาห์มันก็มันต้องเป็นสิบแปดสัปดาห์นะไม่ใช่สิบหกมันต้องมีอีกสองสิบแปดสิบแปดครับอาจารย์เพราะผมคูณสิบแปดหน่วยกิจให้อาจารย์แล้วครับแต่แต่จำนวนหน่วยกิจไม่ไม่ไม่ครบเออจำนวนชั่วโมงไม่ครบ
03:26:15-03:26:30,ตามจำนวนหน่วยกิจจำนวนชั่วโมงเกินเกินเกินถ้าเอาตามถ้าเอาตามเล่มหลักสูตรของอาจารย์อ่ะมันเกินมันคือไม่ตรงแล้วคันใช้คำว่าไม่ตรงไม่ตรงกันใช่ครับแต่ถ้าเอาตามของ
03:26:30-03:26:45,ของอวมันจะน้อยไปเพราะฉะนั้นแนวทางการพัฒนาเนี่ยก็อาจจะพยายามพัฒนาให้มันตรงกับอวอีกแป๊บนึงนะคะอาจารย์ส่วนแนวทางกันถ้าจะให้มันตรงอย่างที่เมื่อกี้อาจารย์บอกว่าตรงกับเล่มอ่ะก็ทำให้มันโต
